1525365503.259850,100.0
1525365503.280174,100.0
1525365503.300539,100.0
1525365503.320918,100.0
1525365503.341277,100.0
1525365503.361744,100.0
1525365503.382063,100.0
1525365503.402760,100.0
1525365503.422854,100.0
1525365503.443263,100.0
1525365503.463639,100.0
1525365503.484050,100.0
1525365503.504398,100.0
1525365503.524730,100.0
1525365503.545185,100.0
1525365503.565582,100.0
1525365503.585932,100.0
1525365503.606237,100.0
1525365503.626640,100.0
1525365503.647031,100.0
1525365503.668175,100.0
1525365503.688079,100.0
1525365503.708486,100.0
1525365503.728830,100.0
1525365503.749218,100.0
1525365503.769641,100.0
1525365503.790028,100.0
1525365503.810600,100.0
1525365503.830936,100.0
1525365503.851701,100.0
1525365503.872371,100.0
1525365503.892452,100.0
1525365503.912761,100.0
1525365503.933146,100.0
1525365503.953530,100.0
1525365503.973889,100.0
1525365503.994292,100.0
1525365504.014674,100.0
1525365504.034940,100.0
1525365504.055273,100.0
1525365504.075823,80.0
1525365504.095997,96.0
1525365504.116483,99.2
1525365504.136824,99.84
1525365504.157186,99.968
1525365504.177661,99.9936
1525365504.198099,99.99872
1525365504.219078,99.999744
1525365504.239333,99.9999488
1525365504.259848,99.99998976
1525365504.280246,99.999997952
1525365504.300760,99.9999995904
1525365504.320951,99.9999999184
1525365504.341340,99.9999999832
1525365504.361650,99.9999999968
1525365504.382143,99.9999999992
1525365504.402900,100.0
1525365504.423073,100.0
1525365504.443486,100.0
1525365504.463804,100.0
1525365504.484349,100.0
1525365504.504694,100.0
1525365504.525148,100.0
1525365504.545464,100.0
1525365504.565810,100.0
1525365504.586376,100.0
