1516879912.173344 	100000 
1516879912.776486 	100001 
1516879913.379518 	100002 
1516879913.982622 	100003 
1516879914.585563 	100004 
1516879915.188517 	100005 
1516879915.791556 	100006 
1516879916.394595 	100007 
1516879916.997706 	100008 
1516879917.600711 	100009 
1516879918.203667 	100010 
1516879918.806760 	100011 
1516879919.409840 	100012 
1516879920.012466 	100013 
1516879920.615289 	100014 
1516879921.218255 	100015 
1516879921.821157 	100016 
1516879922.424037 	100017 
1516879923.026992 	100018 
1516879923.630063 	100019 
1516879924.235662 	100020 
1516879924.838780 	100021 
1516879925.441557 	100022 
1516879926.044565 	100023 
1516879926.647634 	100024 
1516879927.250540 	100025 
1516879927.853306 	100026 
1516879928.456326 	100027 
1516879929.059250 	100028 
1516879929.662320 	100029 
1516879930.265343 	100030 
1516879930.868318 	100031 
1516879931.471452 	100032 
1516879932.074492 	100033 
1516879932.677588 	100034 
1516879933.280539 	100035 
1516879933.883691 	100036 
1516879934.486834 	100037 
1516879935.089899 	100038 
1516879935.692832 	100039 
1516879936.295709 	100040 
1516879936.898660 	100041 
1516879937.501692 	100042 
1516879938.104589 	100043 
1516879938.707747 	100044 
1516879939.310659 	100045 
1516879939.913682 	100046 
1516879940.516520 	100047 
1516879941.120127 	100048 
1516879941.723208 	100049 
1516879942.326094 	100050 
1516879942.929173 	100051 
1516879943.531852 	100052 
1516879944.134897 	100053 
1516879944.737928 	100054 
1516879945.340910 	100055 
1516879945.943820 	100056 
1516879946.546937 	100057 
1516879947.150071 	100058 
1516879947.753213 	100059 
1516879948.356200 	100060 
1516879948.959012 	100061 
1516879949.562006 	100062 
1516879950.165030 	100063 
1516879950.768172 	100064 
1516879951.371173 	100065 
1516879951.973990 	100066 
1516879952.577045 	100067 
1516879953.180115 	100068 
1516879953.783185 	100069 
1516879954.385823 	100070 
1516879954.988800 	100071 
1516879955.591716 	100072 
1516879956.194741 	100073 
1516879956.797915 	100074 
1516879957.400835 	100075 
1516879958.004019 	100076 
1516879958.607025 	100077 
1516879959.209884 	100078 
1516879959.812946 	100079 
1516879960.415938 	100080 
1516879961.018954 	100081 
1516879961.621943 	100082 
1516879962.225070 	100083 
1516879962.828225 	100084 
1516879963.433562 	100085 
1516879964.036414 	100086 
1516879964.639244 	100087 
1516879965.242397 	100088 
1516879965.845471 	100089 
1516879966.448296 	100090 
1516879967.051228 	100091 
1516879967.654316 	100092 
1516879968.257469 	100093 
1516879968.860587 	100094 
1516879969.465857 	100095 
1516879970.068597 	100096 
1516879970.671671 	100097 
1516879971.274866 	100098 
1516879971.877714 	100099 
1516879972.480828 	100100 
1516879973.083854 	100101 
1516879973.686883 	100102 
1516879974.289963 	100103 
1516879974.893060 	100104 
1516879975.496069 	100105 
1516879976.099119 	100106 
1516879976.702135 	100107 
1516879977.305103 	100108 
1516879977.908100 	100109 
1516879978.511097 	100110 
1516879979.114110 	100111 
1516879979.717049 	100112 
1516879980.320006 	100113 
1516879980.922979 	100114 
1516879981.525972 	100115 
1516879982.129109 	100116 
1516879982.731871 	100117 
1516879983.334871 	100118 
1516879983.937936 	100119 
1516879984.540872 	100120 
1516879985.143868 	100121 
1516879985.746960 	100122 
1516879986.350016 	100123 
1516879986.953077 	100124 
1516879987.556030 	100125 
1516879988.158844 	100126 
1516879988.761771 	100127 
1516879989.364764 	100128 
1516879989.967750 	100129 
1516879990.570628 	100130 
1516879991.173635 	100131 
1516879991.776645 	100132 
1516879992.379645 	100133 
1516879992.982522 	100134 
1516879993.585330 	100135 
1516879994.188292 	100136 
1516879994.791265 	100137 
1516879995.394294 	100138 
1516879995.997316 	100139 
1516879996.600105 	100140 
1516879997.203001 	100141 
1516879997.805959 	100142 
1516879998.408861 	100143 
1516879999.011979 	100144 
1516879999.614583 	100145 
1516880000.217678 	100146 
1516880000.820629 	100147 
1516880001.423701 	100148 
1516880002.026767 	100149 
1516880002.629780 	100150 
1516880003.232793 	100151 
1516880003.835801 	100152 
1516880004.438679 	100153 
1516880005.041767 	100154 
1516880005.644546 	100155 
1516880006.247405 	100156 
1516880006.850439 	100157 
1516880007.453456 	100158 
1516880008.056505 	100159 
1516880008.659531 	100160 
1516880009.262551 	100161 
1516880009.865793 	100162 
1516880010.468971 	100163 
1516880011.071968 	100164 
1516880011.674844 	100165 
1516880012.277897 	100166 
1516880012.881004 	100167 
1516880013.484117 	100168 
