1592382501.396059 	100000 
1592382501.425351 	100001 
1592382501.459286 	100002 
1592382501.493088 	100003 
1592382501.527216 	100004 
1592382501.561451 	100005 
1592382501.597454 	100006 
1592382501.633100 	100007 
1592382501.667971 	100008 
1592382501.704991 	100009 
1592382501.742514 	100010 
1592382501.794735 	100011 
1592382501.829487 	100012 
1592382501.874292 	100013 
1592382501.910445 	100014 
1592382501.948086 	100015 
1592382501.985090 	100016 
1592382502.020249 	100017 
1592382502.054146 	100018 
1592382502.090994 	100019 
1592382502.125613 	100020 
1592382502.160243 	100021 
1592382502.195470 	100022 
1592382502.229861 	100023 
1592382502.265240 	100024 
1592382502.299836 	100025 
1592382502.340565 	100026 
1592382502.375717 	100027 
1592382502.411791 	100028 
1592382502.446771 	100029 
1592382502.481405 	100030 
1592382502.525457 	100031 
1592382502.561894 	100032 
1592382502.598367 	100033 
1592382502.633801 	100034 
1592382502.693896 	100035 
1592382502.730092 	100036 
1592382502.765612 	100037 
1592382502.801459 	100038 
1592382502.860440 	100039 
1592382502.895804 	100040 
1592382502.931187 	100041 
1592382502.967493 	100042 
1592382503.001733 	100043 
1592382503.035683 	100044 
1592382503.071087 	100045 
1592382503.106087 	100046 
1592382503.141477 	100047 
1592382503.176445 	100048 
1592382503.219363 	100049 
1592382503.254173 	100050 
1592382503.289030 	100051 
1592382503.325053 	100052 
1592382503.361005 	100053 
1592382503.397639 	100054 
1592382503.440027 	100055 
1592382503.466678 	100056 
1592382503.500580 	100057 
1592382503.534621 	100058 
1592382503.570594 	100059 
1592382503.604809 	100060 
1592382503.638617 	100061 
1592382503.673251 	100062 
1592382503.708351 	100063 
1592382503.742963 	100064 
1592382503.778160 	100065 
1592382503.813879 	100066 
1592382503.848908 	100067 
1592382503.885100 	100068 
1592382503.919863 	100069 
1592382503.955329 	100070 
1592382503.990495 	100071 
1592382504.025258 	100072 
1592382504.059253 	100073 
1592382504.093797 	100074 
1592382504.129615 	100075 
1592382504.162816 	100076 
1592382504.199370 	100077 
1592382504.235003 	100078 
1592382504.271063 	100079 
1592382504.306044 	100080 
1592382504.342203 	100081 
1592382504.377377 	100082 
1592382504.414914 	100083 
1592382504.449068 	100084 
1592382504.483794 	100085 
1592382504.518034 	100086 
1592382504.552340 	100087 
1592382504.587474 	100088 
1592382504.622796 	100089 
1592382504.659648 	100090 
1592382504.694364 	100091 
1592382504.729194 	100092 
1592382504.764643 	100093 
1592382504.799490 	100094 
1592382504.834069 	100095 
1592382504.869363 	100096 
1592382504.904298 	100097 
1592382504.939266 	100098 
1592382504.975079 	100099 
1592382505.010398 	100100 
1592382505.045488 	100101 
1592382505.080617 	100102 
1592382505.116043 	100103 
1592382505.151405 	100104 
1592382505.186824 	100105 
1592382505.225470 	100106 
1592382505.261136 	100107 
1592382505.296259 	100108 
1592382505.330532 	100109 
1592382505.364785 	100110 
1592382505.400311 	100111 
1592382505.442341 	100112 
1592382505.468798 	100113 
1592382505.504388 	100114 
1592382505.550625 	100115 
1592382505.585591 	100116 
1592382505.622464 	100117 
1592382505.659026 	100118 
1592382505.694012 	100119 
1592382505.729529 	100120 
1592382505.764639 	100121 
1592382505.799720 	100122 
1592382505.836380 	100123 
1592382505.871490 	100124 
1592382505.916091 	100125 
1592382505.956351 	100126 
1592382505.997242 	100127 
1592382506.044110 	100128 
1592382506.078571 	100129 
1592382506.113994 	100130 
1592382506.154813 	100131 
1592382506.190064 	100132 
1592382506.225276 	100133 
1592382506.260261 	100134 
1592382506.295636 	100135 
1592382506.330655 	100136 
1592382506.366182 	100137 
