1525430072.925904,100.0
1525430072.928230,100.0
1525430072.930480,100.0
1525430072.932745,100.0
1525430072.935063,100.0
1525430072.937333,100.0
1525430072.939696,100.0
1525430072.941777,100.0
1525430072.944036,100.0
1525430072.946289,100.0
1525430072.948728,100.0
1525430072.950985,100.0
1525430072.953156,100.0
1525430072.955454,100.0
1525430072.957652,100.0
1525430072.959872,100.0
1525430072.961962,100.0
1525430072.964394,100.0
1525430072.966712,100.0
1525430072.969128,100.0
1525430072.971414,100.0
1525430072.973385,100.0
1525430072.975687,100.0
1525430072.977909,100.0
1525430072.980262,100.0
1525430072.982398,100.0
1525430072.984589,100.0
1525430072.986750,100.0
1525430072.988967,100.0
1525430072.991192,100.0
1525430072.993500,100.0
1525430072.995770,100.0
1525430072.998107,100.0
1525430073.000337,100.0
1525430073.002518,100.0
1525430073.004887,100.0
1525430073.007051,100.0
1525430073.009322,100.0
1525430073.011469,100.0
1525430073.013666,100.0
1525430073.016137,80.0
1525430073.018248,96.0
1525430073.020670,99.2
1525430073.022904,99.84
1525430073.025130,99.968
1525430073.027272,99.9936
1525430073.029633,99.99872
1525430073.031827,99.999744
1525430073.034231,99.9999488
1525430073.036686,99.99998976
1525430073.038857,99.999997952
1525430073.041087,99.9999995904
1525430073.043242,99.9999999184
1525430073.045439,99.9999999832
1525430073.047660,99.9999999968
1525430073.050145,99.9999999992
1525430073.052420,100.0
1525430073.054757,100.0
1525430073.056823,100.0
1525430073.059023,100.0
1525430073.061356,100.0
1525430073.063593,100.0
1525430073.065787,100.0
1525430073.068143,100.0
1525430073.070448,100.0
1525430073.072655,100.0
