1525364486.853330,100.0
1525364486.854624,100.0
1525364486.855725,100.0
1525364486.856869,100.0
1525364486.858255,100.0
1525364486.859481,100.0
1525364486.860805,100.0
1525364486.862125,100.0
1525364486.863405,100.0
1525364486.864427,100.0
1525364486.865606,100.0
1525364486.866816,100.0
1525364486.868048,100.0
1525364486.869365,100.0
1525364486.871530,100.0
1525364486.872689,100.0
1525364486.873754,100.0
1525364486.875169,100.0
1525364486.876327,100.0
1525364486.877508,100.0
1525364486.878848,100.0
1525364486.880272,100.0
1525364486.881505,100.0
1525364486.882419,100.0
1525364486.883725,100.0
1525364486.884883,100.0
1525364486.886054,100.0
1525364486.887455,100.0
1525364486.888490,100.0
1525364486.889697,100.0
1525364486.890914,100.0
1525364486.892099,100.0
1525364486.893315,100.0
1525364486.894517,100.0
1525364486.895613,100.0
1525364486.896801,100.0
1525364486.897974,100.0
1525364486.899155,100.0
1525364486.900323,100.0
1525364486.901565,100.0
1525364486.902858,80.0
1525364486.904065,80.0
1525364486.905231,96.0
1525364486.906311,112.0
1525364486.908022,115.2
1525364486.908844,105.6
1525364486.910175,93.44
1525364486.911741,88.96
1525364486.912677,94.208
1525364486.913956,103.04
1525364486.915651,107.6736
1525364486.917026,105.2416
1525364486.918073,99.10272
1525364486.919181,94.90944
1525364486.920310,95.627264
1525364486.921521,99.699712
1525364486.922679,103.1979008
1525364486.923923,103.4381312
1525364486.925158,100.87981056
1525364486.926282,98.1293056
1525364486.927515,97.425457152
1525364486.928904,98.922012672
1525364486.929898,100.98164695
1525364486.931426,101.844036813
1525364486.932929,101.058719253
1525364486.933822,99.5834898024
