1568304884.158864 	100000 
1568304884.461804 	100001 
1568304884.765625 	100002 
1568304885.068818 	100003 
1568304885.372541 	100004 
1568304885.675953 	100005 
1568304885.979405 	100006 
1568304886.282974 	100007 
1568304886.586294 	100008 
1568304886.889305 	100009 
1568304887.193079 	100010 
1568304887.496714 	100011 
1568304887.800268 	100012 
1568304888.104034 	100013 
1568304888.407378 	100014 
1568304888.710790 	100015 
1568304889.013986 	100016 
1568304889.317316 	100017 
1568304889.619980 	100018 
1568304889.923194 	100019 
1568304890.226162 	100020 
1568304890.528445 	100021 
1568304890.830932 	100022 
1568304891.134130 	100023 
1568304891.437235 	100024 
1568304891.739880 	100025 
1568304892.042824 	100026 
1568304892.345768 	100027 
1568304892.648462 	100028 
1568304892.951744 	100029 
1568304893.255402 	100030 
1568304893.557882 	100031 
1568304893.860607 	100032 
1568304894.163242 	100033 
1568304894.466423 	100034 
1568304894.769355 	100035 
1568304895.072736 	100036 
1568304895.375325 	100037 
1568304895.677985 	100038 
1568304895.980847 	100039 
1568304896.283752 	100040 
1568304896.587154 	100041 
1568304896.889899 	100042 
1568304897.193003 	100043 
1568304897.496131 	100044 
1568304897.799366 	100045 
1568304898.102602 	100046 
1568304898.405503 	100047 
1568304898.708626 	100048 
1568304899.011612 	100049 
