1525272676.982974,100.0
1525272676.983158,100.0
1525272676.983349,100.0
1525272676.983540,100.0
1525272676.983724,100.0
1525272676.983911,100.0
1525272676.984103,100.0
1525272676.984289,100.0
1525272676.984476,100.0
1525272676.984666,100.0
1525272676.984850,100.0
1525272676.985056,100.0
1525272676.985248,100.0
1525272676.985472,100.0
1525272676.985646,100.0
1525272676.985850,100.0
1525272676.986093,100.0
1525272676.986291,100.0
1525272676.986473,100.0
1525272676.986665,100.0
1525272676.986855,100.0
1525272676.987054,100.0
1525272676.987247,100.0
1525272676.987421,100.0
1525272676.987609,100.0
1525272676.987800,100.0
1525272676.987986,100.0
1525272676.988171,100.0
1525272676.988373,100.0
1525272676.988572,100.0
1525272676.988765,100.0
1525272676.988959,100.0
1525272676.989172,100.0
1525272676.989392,100.0
1525272676.989592,100.0
1525272676.989822,100.0
1525272676.990032,100.0
1525272676.990221,100.0
1525272676.990447,100.0
1525272676.990666,100.0
1525272676.990877,80.0
1525272676.991062,80.0
1525272676.991257,80.0
1525272676.991441,80.0
1525272676.991655,96.0
1525272676.991840,112.0
1525272676.992048,128.0
1525272676.992249,144.0
1525272676.992439,147.2
1525272676.992630,137.6
1525272676.992822,115.2
1525272676.993021,80.0
1525272676.993204,42.24
1525272676.993400,12.16
1525272676.993634,-7.1054273576e-15
1525272676.993870,16.0
1525272676.994156,62.208
1525272676.994439,132.48
1525272676.994715,212.48
1525272676.995015,279.68
1525272676.995256,309.9136
1525272676.995538,283.9296
1525272676.996105,193.9456
1525272676.996269,50.2016
1525272676.996503,-117.72928
1525272676.996687,-264.87296
